Impact,output-BillWeb-73,Severity,Title,"Bulletin
ID",output-Report-66,output-Gateway_Backup.76,output-MamWeb-70,output-MemDB-72,output-BillDB-75,Supersedes,output -WinJumpoff-68,output-BackUp-65,output-Mem&BillTest-95,Component KB,output-MemAPI-71,CVEs,Bulletin KB,"Date
Posted",Affected Component,Reboot,output-BillAPI-74,Affected Product
Elevation of Privilege,False,Important,Security Update for Windows Kernel-Mode Drivers to Address Elevation of Privilege,MS16-018,False,False,False,False,False,MS16-005[3124000],True,False,False,3134214,False,CVE-2016-0048,3136082,2016-02-09,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Security Update for Windows Kernel-Mode Drivers to Address Elevation of Privilege,MS16-018,False,False,False,False,False,MS16-005[3124000],True,False,False,3134214,False,CVE-2016-0048,3136082,2016-02-09,,Yes,False,Windows Server 2012 R2
Elevation of Privilege,False,Important,Security Update for Windows Kernel-Mode Drivers to Address Elevation of Privilege,MS16-018,False,False,False,False,False,MS16-005[3124000],True,False,False,3134214,False,CVE-2016-0048,3136082,2016-02-09,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Security Update for Windows Kernel-Mode Drivers to Address Elevation of Privilege,MS16-018,False,False,False,False,False,MS16-005[3124000],True,False,False,3134214,False,CVE-2016-0048,3136082,2016-02-09,,Yes,False,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,False,Important,Security Update for Remote Desktop Display Driver to Address Elevation of Privilege,MS16-017,True,False,False,False,False,MS15-030[3035017],False,True,True,3126446,False,CVE-2016-0036,3134700,2016-02-09,,Yes,False,Windows Server 2012 R2
Elevation of Privilege,False,Important,Security Update for Remote Desktop Display Driver to Address Elevation of Privilege,MS16-017,True,False,False,False,False,MS15-030[3035017],False,True,True,3126446,False,CVE-2016-0036,3134700,2016-02-09,,Yes,False,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,False,Important,Security Update for Remote Desktop Display Driver to Address Elevation of Privilege,MS16-017,True,False,False,False,False,MS15-067[3067904],False,True,True,3126446,False,CVE-2016-0036,3134700,2016-02-09,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Security Update for Remote Desktop Display Driver to Address Elevation of Privilege,MS16-017,True,False,False,False,False,MS15-067[3067904],False,True,True,3126446,False,CVE-2016-0036,3134700,2016-02-09,,Yes,False,Windows Server 2012 (Server Core installation)
Denial of Service,False,Moderate,Security Update for WebDAV to Address Elevation of Privilege,MS16-016,False,False,False,False,False,MS15-008[3019215],False,False,False,3124280,False,CVE-2016-0051,3136041,2016-02-09,,Maybe,False,Windows Server 2012
Denial of Service,False,Moderate,Security Update for WebDAV to Address Elevation of Privilege,MS16-016,False,False,False,False,False,MS15-008[3019215],False,False,False,3124280,False,CVE-2016-0051,3136041,2016-02-09,,Maybe,False,Windows Server 2012 R2
Security Bypass,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-014,False,False,False,False,False,MS15-122[3101246],False,False,False,3126041,False,"CVE-2016-0040,CVE-2016-0041,CVE-2016-0042,CVE-2016-0044,CVE-2016-0049",3134228,2016-02-09,,Yes,False,Windows Server 2012 R2
Security Bypass,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-014,False,False,False,False,False,MS15-122[3101246],False,False,False,3126041,False,"CVE-2016-0040,CVE-2016-0041,CVE-2016-0042,CVE-2016-0044,CVE-2016-0049",3134228,2016-02-09,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-014,True,False,False,False,False,MS16-008[3121212],True,True,True,3126593,False,"CVE-2016-0040,CVE-2016-0041,CVE-2016-0042,CVE-2016-0044,CVE-2016-0049",3134228,2016-02-09,,Yes,False,Windows Server 2012
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-014,True,False,False,False,False,MS16-008[3121212],True,True,True,3126593,False,"CVE-2016-0040,CVE-2016-0041,CVE-2016-0042,CVE-2016-0044,CVE-2016-0049",3134228,2016-02-09,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-014,True,False,False,False,False,MS16-008[3121212],True,True,True,3126593,False,"CVE-2016-0040,CVE-2016-0041,CVE-2016-0042,CVE-2016-0044,CVE-2016-0049",3134228,2016-02-09,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-014,True,False,False,False,False,MS16-008[3121212],True,True,True,3126593,False,"CVE-2016-0040,CVE-2016-0041,CVE-2016-0042,CVE-2016-0044,CVE-2016-0049",3134228,2016-02-09,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-014,True,False,False,False,False,,True,True,True,3126587,False,"CVE-2016-0040,CVE-2016-0041,CVE-2016-0042,CVE-2016-0044,CVE-2016-0049",3134228,2016-02-09,,Yes,False,Windows Server 2012
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-014,True,False,False,False,False,,True,True,True,3126587,False,"CVE-2016-0040,CVE-2016-0041,CVE-2016-0042,CVE-2016-0044,CVE-2016-0049",3134228,2016-02-09,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-014,True,False,False,False,False,,True,True,True,3126587,False,"CVE-2016-0040,CVE-2016-0041,CVE-2016-0042,CVE-2016-0044,CVE-2016-0049",3134228,2016-02-09,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-014,True,False,False,False,False,,True,True,True,3126587,False,"CVE-2016-0040,CVE-2016-0041,CVE-2016-0042,CVE-2016-0044,CVE-2016-0049",3134228,2016-02-09,,Yes,False,Windows Server 2012 R2 (server core installation)
Denial of Service,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-014,True,False,False,False,False,,False,True,False,3126434,False,"CVE-2016-0040,CVE-2016-0041,CVE-2016-0042,CVE-2016-0044,CVE-2016-0049",3134228,2016-02-09,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Security Update for Windows Journal to Address Remote Code Execution,MS16-013,False,False,False,False,False,MS15-098[3069114],False,False,False,3115858,False,CVE-2016-0038,3134811,2016-02-09,,Maybe,False,Windows Server 2012
Remote Code Execution,False,Critical,Security Update for Windows Journal to Address Remote Code Execution,MS16-013,False,False,False,False,False,MS15-098[3069114],False,False,False,3115858,False,CVE-2016-0038,3134811,2016-02-09,,Maybe,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Security Update for Microsoft Windows PDF Library to Address Remote Code Execution,MS16-012,False,False,False,False,False,,False,False,False,3081682,False,"CVE-2016-0046,CVE-2016-0058",3138938,2016-02-09,,Maybe,False,Windows Server 2012
Remote Code Execution,False,Critical,Security Update for Microsoft Windows PDF Library to Address Remote Code Execution,MS16-012,False,False,False,False,False,,False,False,False,3081682,False,"CVE-2016-0046,CVE-2016-0058",3138938,2016-02-09,,Maybe,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Security Update for Microsoft Windows PDF Library to Address Remote Code Execution,MS16-012,False,False,False,False,False,,False,False,False,3081682,False,"CVE-2016-0046,CVE-2016-0058",3138938,2016-02-09,,Maybe,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Security Update for Microsoft Windows PDF Library to Address Remote Code Execution,MS16-012,False,False,False,False,False,,False,False,False,3123294,False,"CVE-2016-0046,CVE-2016-0058",3138938,2016-02-09,,Maybe,False,Windows Server 2012
Remote Code Execution,False,Critical,Security Update for Microsoft Windows PDF Library to Address Remote Code Execution,MS16-012,False,False,False,False,False,,False,False,False,3123294,False,"CVE-2016-0046,CVE-2016-0058",3138938,2016-02-09,,Maybe,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Security Update for Microsoft Windows PDF Library to Address Remote Code Execution,MS16-012,False,False,False,False,False,,False,False,False,3123294,False,"CVE-2016-0046,CVE-2016-0058",3138938,2016-02-09,,Maybe,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS16-009,True,False,False,False,False,MS16-001[3124275],False,True,False,3134814,False,"CVE-2016-0041,CVE-2016-0059,CVE-2016-0060,CVE-2016-0061,CVE-2016-0062,CVE-2016-0063,CVE-2016-0064,CVE-2016-0067,CVE-2016-0068,CVE-2016-0069,CVE-2016-0071,CVE-2016-0072,CVE-2016-0077",3134220,2016-02-09,Internet Explorer 10,Yes,False,Windows Server 2012
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS16-009,True,False,False,False,False,MS16-001[3124275],False,True,False,3134814,False,"CVE-2016-0041,CVE-2016-0059,CVE-2016-0060,CVE-2016-0061,CVE-2016-0062,CVE-2016-0063,CVE-2016-0064,CVE-2016-0067,CVE-2016-0068,CVE-2016-0069,CVE-2016-0071,CVE-2016-0072,CVE-2016-0077",3134220,2016-02-09,Windows Internet Explorer 11,Yes,False,Windows Server 2012 R2
Elevation of Privilege,False,Important,Security Update for Windows Kernel to Address Elevation of Privilege,MS16-008,False,False,False,False,False,MS15-115[3101746],False,False,False,3121212,False,"CVE-2016-0006,CVE-2016-0007",3124605,2016-01-12,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Security Update for Windows Kernel to Address Elevation of Privilege,MS16-008,False,False,False,False,False,MS15-115[3101746],False,False,False,3121212,False,"CVE-2016-0006,CVE-2016-0007",3124605,2016-01-12,,Yes,False,Windows Server 2012 R2
Elevation of Privilege,False,Important,Security Update for Windows Kernel to Address Elevation of Privilege,MS16-008,False,False,False,False,False,MS15-115[3101746],False,False,False,3121212,False,"CVE-2016-0006,CVE-2016-0007",3124605,2016-01-12,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Security Update for Windows Kernel to Address Elevation of Privilege,MS16-008,False,False,False,False,False,MS15-115[3101746],False,False,False,3121212,False,"CVE-2016-0006,CVE-2016-0007",3124605,2016-01-12,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-007,False,False,False,False,False,MS14-041[2972280],True,False,False,3109560,False,"CVE-2016-0014,CVE-2016-0015,CVE-2016-0016,CVE-2016-0018,CVE-2016-0019,CVE-2016-0020",3124901,2016-01-12,,Yes,False,Windows Server 2012
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-007,False,False,False,False,False,MS14-041[2972280],True,False,False,3109560,False,"CVE-2016-0014,CVE-2016-0015,CVE-2016-0016,CVE-2016-0018,CVE-2016-0019,CVE-2016-0020",3124901,2016-01-12,,Yes,False,Windows Server 2012 R2
Elevation of Privilege,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-007,True,False,False,False,False,,False,True,False,3121918,False,"CVE-2016-0014,CVE-2016-0015,CVE-2016-0016,CVE-2016-0018,CVE-2016-0019,CVE-2016-0020",3124901,2016-01-12,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-007,True,False,False,False,False,,False,True,False,3121918,False,"CVE-2016-0014,CVE-2016-0015,CVE-2016-0016,CVE-2016-0018,CVE-2016-0019,CVE-2016-0020",3124901,2016-01-12,,Yes,False,Windows Server 2012 R2
Elevation of Privilege,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-007,True,False,False,False,False,,False,True,False,3121918,False,"CVE-2016-0014,CVE-2016-0015,CVE-2016-0016,CVE-2016-0018,CVE-2016-0019,CVE-2016-0020",3124901,2016-01-12,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-007,True,False,False,False,False,,False,True,False,3121918,False,"CVE-2016-0014,CVE-2016-0015,CVE-2016-0016,CVE-2016-0018,CVE-2016-0019,CVE-2016-0020",3124901,2016-01-12,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-007,True,False,False,False,False,,False,True,False,3121461,False,"CVE-2016-0014,CVE-2016-0015,CVE-2016-0016,CVE-2016-0018,CVE-2016-0019,CVE-2016-0020",3124901,2016-01-12,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-007,True,False,False,False,False,MS14-071[3005607],True,True,True,3110329,False,"CVE-2016-0014,CVE-2016-0015,CVE-2016-0016,CVE-2016-0018,CVE-2016-0019,CVE-2016-0020",3124901,2016-01-12,,Yes,False,Windows Server 2012
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS16-007,True,False,False,False,False,,True,True,True,3110329,False,"CVE-2016-0014,CVE-2016-0015,CVE-2016-0016,CVE-2016-0018,CVE-2016-0019,CVE-2016-0020",3124901,2016-01-12,,Yes,False,Windows Server 2012 R2
Information Disclosure,False,Important,Security Update for Windows Kernel-Mode Drivers to Address Remote Code Execution,MS16-005,True,False,False,False,False,MS15-072[3069392],True,True,True,3124001,False,"CVE-2016-0008,CVE-2016-0009",3124584,2016-01-12,,Yes,False,Windows Server 2012
Information Disclosure,False,Important,Security Update for Windows Kernel-Mode Drivers to Address Remote Code Execution,MS16-005,True,False,False,False,False,MS15-072[3069392],True,True,True,3124001,False,"CVE-2016-0008,CVE-2016-0009",3124584,2016-01-12,,Yes,False,Windows Server 2012 R2
Information Disclosure,False,Important,Security Update for Windows Kernel-Mode Drivers to Address Remote Code Execution,MS16-005,True,False,False,False,False,MS15-072[3069392],True,True,True,3124001,False,"CVE-2016-0008,CVE-2016-0009",3124584,2016-01-12,,Yes,False,Windows Server 2012 (Server Core installation)
Information Disclosure,False,Important,Security Update for Windows Kernel-Mode Drivers to Address Remote Code Execution,MS16-005,True,False,False,False,False,MS15-072[3069392],True,True,True,3124001,False,"CVE-2016-0008,CVE-2016-0009",3124584,2016-01-12,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS16-001,False,False,False,False,False,MS15-124[3104002],False,False,False,3124275,False,"CVE-2016-0002,CVE-2016-0005",3124903,2016-01-12,Internet Explorer 10,Yes,False,Windows Server 2012
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS16-001,False,False,False,False,False,MS15-124[3104002],False,False,False,3124275,False,"CVE-2016-0002,CVE-2016-0005",3124903,2016-01-12,Windows Internet Explorer 11,Yes,False,Windows Server 2012 R2
Elevation of Privilege,False,Important,Security Update for Windows Kernel-Mode Drivers to Address Elevation of Privilege,MS15-135,True,True,False,False,False,MS15-115[3097877],True,True,True,3109094,False,"CVE-2015-6171,CVE-2015-6173,CVE-2015-6174,CVE-2015-6175",3119075,2015-12-08,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Security Update for Windows Kernel-Mode Drivers to Address Elevation of Privilege,MS15-135,True,True,False,False,False,MS15-115[3097877],True,True,True,3109094,False,"CVE-2015-6171,CVE-2015-6173,CVE-2015-6174,CVE-2015-6175",3119075,2015-12-08,,Yes,False,Windows Server 2012 R2
Elevation of Privilege,False,Important,Security Update for Windows Kernel-Mode Drivers to Address Elevation of Privilege,MS15-135,True,True,False,False,False,MS15-115[3097877],True,True,True,3109094,False,"CVE-2015-6171,CVE-2015-6173,CVE-2015-6174,CVE-2015-6175",3119075,2015-12-08,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Security Update for Windows Kernel-Mode Drivers to Address Elevation of Privilege,MS15-135,True,True,False,False,False,MS15-115[3097877],True,True,True,3109094,False,"CVE-2015-6171,CVE-2015-6173,CVE-2015-6174,CVE-2015-6175",3119075,2015-12-08,,Yes,False,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,False,Important,Security Update for Windows PGM to Address Elevation of Privilege,MS15-133,True,True,False,False,False,,True,True,True,3109103,False,CVE-2015-6126,3116130,2015-12-08,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Security Update for Windows PGM to Address Elevation of Privilege,MS15-133,True,True,False,False,False,,True,True,True,3109103,False,CVE-2015-6126,3116130,2015-12-08,,Yes,False,Windows Server 2012 R2
Elevation of Privilege,False,Important,Security Update for Windows PGM to Address Elevation of Privilege,MS15-133,True,True,False,False,False,,True,True,True,3109103,False,CVE-2015-6126,3116130,2015-12-08,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Security Update for Windows PGM to Address Elevation of Privilege,MS15-133,True,True,False,False,False,,True,True,True,3109103,False,CVE-2015-6126,3116130,2015-12-08,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS15-132,True,True,False,False,False,,False,True,True,3108347,False,"CVE-2015-6128,CVE-2015-6132,CVE-2015-6133",3116162,2015-12-08,,Maybe,False,Windows Server 2012
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS15-132,True,True,False,False,False,,False,True,True,3108347,False,"CVE-2015-6128,CVE-2015-6132,CVE-2015-6133",3116162,2015-12-08,,Maybe,False,Windows Server 2012 R2
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS15-132,True,True,False,False,False,,False,True,True,3108347,False,"CVE-2015-6128,CVE-2015-6132,CVE-2015-6133",3116162,2015-12-08,,Maybe,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS15-132,True,True,False,False,False,,False,True,True,3108347,False,"CVE-2015-6128,CVE-2015-6132,CVE-2015-6133",3116162,2015-12-08,,Maybe,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS15-132,False,True,False,False,False,MS15-122[3101246],True,False,True,3108381,False,"CVE-2015-6128,CVE-2015-6132,CVE-2015-6133",3116162,2015-12-08,,Maybe,False,Windows Server 2012
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS15-132,False,True,False,False,False,MS15-122[3101246],True,False,True,3108381,False,"CVE-2015-6128,CVE-2015-6132,CVE-2015-6133",3116162,2015-12-08,,Maybe,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS15-132,False,True,False,False,False,MS15-115[3101746],True,False,True,3108381,False,"CVE-2015-6128,CVE-2015-6132,CVE-2015-6133",3116162,2015-12-08,,Maybe,False,Windows Server 2012 R2
Remote Code Execution,False,Important,Security Update for Microsoft Windows to Address Remote Code Execution,MS15-132,False,True,False,False,False,MS15-115[3101746],True,False,True,3108381,False,"CVE-2015-6128,CVE-2015-6132,CVE-2015-6133",3116162,2015-12-08,,Maybe,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component to Address Remote Code Execution,MS15-128,True,True,False,False,False,MS15-115[3097877],True,True,True,3109094,False,"CVE-2015-6106,CVE-2015-6107,CVE-2015-6108",3104503,2015-12-08,,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component to Address Remote Code Execution,MS15-128,True,True,False,False,False,MS15-115[3097877],True,True,True,3109094,False,"CVE-2015-6106,CVE-2015-6107,CVE-2015-6108",3104503,2015-12-08,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component to Address Remote Code Execution,MS15-128,True,True,False,False,False,MS15-115[3097877],True,True,True,3109094,False,"CVE-2015-6106,CVE-2015-6107,CVE-2015-6108",3104503,2015-12-08,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component to Address Remote Code Execution,MS15-128,True,True,False,False,False,MS15-115[3097877],True,True,True,3109094,False,"CVE-2015-6106,CVE-2015-6107,CVE-2015-6108",3104503,2015-12-08,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component to Address Remote Code Execution,MS15-128,False,False,False,False,False,,False,False,False,3099863,False,"CVE-2015-6106,CVE-2015-6107,CVE-2015-6108",3104503,2015-12-08,Microsoft .NET Framework 3.5,Maybe,False,Windows Server 2012
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component to Address Remote Code Execution,MS15-128,False,False,False,False,False,,False,False,False,3099863,False,"CVE-2015-6106,CVE-2015-6107,CVE-2015-6108",3104503,2015-12-08,Microsoft .NET Framework 3.5,Maybe,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component to Address Remote Code Execution,MS15-128,False,True,False,False,False,,False,False,False,3099864,False,"CVE-2015-6106,CVE-2015-6107,CVE-2015-6108",3104503,2015-12-08,Microsoft .NET Framework 3.5,Maybe,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Security Update for Microsoft Graphics Component to Address Remote Code Execution,MS15-128,False,True,False,False,False,,False,False,False,3099864,False,"CVE-2015-6106,CVE-2015-6107,CVE-2015-6108",3104503,2015-12-08,Microsoft .NET Framework 3.5,Maybe,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Security Update for Microsoft Windows DNS to Address Remote Code Execution,MS15-127,False,False,False,False,False,,False,False,False,3100465,False,CVE-2015-6125,3100465,2015-12-08,,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Security Update for Microsoft Windows DNS to Address Remote Code Execution,MS15-127,False,False,False,False,False,,False,False,False,3100465,False,CVE-2015-6125,3100465,2015-12-08,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Security Update for Microsoft Windows DNS to Address Remote Code Execution,MS15-127,False,False,False,False,False,,False,False,False,3100465,False,CVE-2015-6125,3100465,2015-12-08,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Critical,Security Update for Microsoft Windows DNS to Address Remote Code Execution,MS15-127,False,False,False,False,False,,False,False,False,3100465,False,CVE-2015-6125,3100465,2015-12-08,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS15-124,True,True,False,False,False,MS15-112[3100773],False,True,False,3104002,False,"CVE-2015-6083,CVE-2015-6134,CVE-2015-6135,CVE-2015-6136,CVE-2015-6138,CVE-2015-6139,CVE-2015-6140,CVE-2015-6141,CVE-2015-6142,CVE-2015-6143,CVE-2015-6144,CVE-2015-6145,CVE-2015-6146,CVE-2015-6147,CVE-2015-6148,CVE-2015-6149,CVE-2015-6150,CVE-2015-6151,CVE-2015-6152,CVE-2015-6153,CVE-2015-6154,CVE-2015-6155,CVE-2015-6156,CVE-2015-6157,CVE-2015-6158,CVE-2015-6159,CVE-2015-6160,CVE-2015-6161,CVE-2015-6162,CVE-2015-6164",3116180,2015-12-08,Internet Explorer 10,Yes,False,Windows Server 2012
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS15-124,True,True,False,False,False,MS15-112[3100773],False,True,False,3104002,False,"CVE-2015-6083,CVE-2015-6134,CVE-2015-6135,CVE-2015-6136,CVE-2015-6138,CVE-2015-6139,CVE-2015-6140,CVE-2015-6141,CVE-2015-6142,CVE-2015-6143,CVE-2015-6144,CVE-2015-6145,CVE-2015-6146,CVE-2015-6147,CVE-2015-6148,CVE-2015-6149,CVE-2015-6150,CVE-2015-6151,CVE-2015-6152,CVE-2015-6153,CVE-2015-6154,CVE-2015-6155,CVE-2015-6156,CVE-2015-6157,CVE-2015-6158,CVE-2015-6159,CVE-2015-6160,CVE-2015-6161,CVE-2015-6162,CVE-2015-6164",3116180,2015-12-08,Windows Internet Explorer 11,Yes,False,Windows Server 2012 R2
Security Bypass,True,Important,Security Update for Kerberos to Address Security Feature Bypass,MS15-122,False,True,True,True,True,,False,False,False,3101246,True,CVE-2015-6095,3105256,2015-11-10,,Yes,True,Windows Server 2012 R2
Security Bypass,True,Important,Security Update for Kerberos to Address Security Feature Bypass,MS15-122,False,True,True,True,True,,False,False,False,3101246,True,CVE-2015-6095,3105256,2015-11-10,,Yes,True,Windows Server 2012 R2 (server core installation)
Security Bypass,True,Important,Security Update for Kerberos to Address Security Feature Bypass,MS15-122,False,True,True,True,True,MS15-052[3050514],False,False,False,3101246,True,CVE-2015-6095,3105256,2015-11-10,,Yes,True,Windows Server 2012
Security Bypass,True,Important,Security Update for Kerberos to Address Security Feature Bypass,MS15-122,False,True,True,True,True,MS15-052[3050514],False,False,False,3101246,True,CVE-2015-6095,3105256,2015-11-10,,Yes,True,Windows Server 2012 (Server Core installation)
Spoofing,True,Important,Security Update for Schannel to Address Spoofing,MS15-121,False,True,True,True,True,MS15-055[3061518],False,False,True,3081320,True,CVE-2015-6112,3081320,2015-11-10,,Yes,True,Windows Server 2012
Spoofing,True,Important,Security Update for Schannel to Address Spoofing,MS15-121,False,True,True,True,True,MS15-055[3061518],False,False,True,3081320,True,CVE-2015-6112,3081320,2015-11-10,,Yes,True,Windows Server 2012 R2
Spoofing,True,Important,Security Update for Schannel to Address Spoofing,MS15-121,False,True,True,True,True,MS15-055[3061518],False,False,True,3081320,True,CVE-2015-6112,3081320,2015-11-10,,Yes,True,Windows Server 2012 (Server Core installation)
Spoofing,True,Important,Security Update for Schannel to Address Spoofing,MS15-121,False,True,True,True,True,MS15-055[3061518],False,False,True,3081320,True,CVE-2015-6112,3081320,2015-11-10,,Yes,True,Windows Server 2012 R2 (server core installation)
Denial of Service,True,Important,Security Update for IPSec to Address Denial of Service,MS15-120,True,True,True,True,True,,False,True,True,3102939,True,CVE-2015-6111,3102939,2015-11-10,,Maybe,True,Windows Server 2012
Denial of Service,True,Important,Security Update for IPSec to Address Denial of Service,MS15-120,True,True,True,True,True,,False,True,True,3102939,True,CVE-2015-6111,3102939,2015-11-10,,Maybe,True,Windows Server 2012 R2
Denial of Service,True,Important,Security Update for IPSec to Address Denial of Service,MS15-120,True,True,True,True,True,,False,True,True,3102939,True,CVE-2015-6111,3102939,2015-11-10,,Maybe,True,Windows Server 2012 (Server Core installation)
Denial of Service,True,Important,Security Update for IPSec to Address Denial of Service,MS15-120,True,True,True,True,True,,False,True,True,3102939,True,CVE-2015-6111,3102939,2015-11-10,,Maybe,True,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,True,Important,Security Update for Winsock to Address Elevation of Privilege,MS15-119,True,True,True,True,True,MS14-040[2961072],True,True,True,3092601,True,CVE-2015-2478,3104521,2015-11-10,,Yes,True,Windows Server 2012
Elevation of Privilege,True,Important,Security Update for Winsock to Address Elevation of Privilege,MS15-119,True,True,True,True,True,MS14-040[2961072],True,True,True,3092601,True,CVE-2015-2478,3104521,2015-11-10,,Yes,True,Windows Server 2012 (Server Core installation)
Elevation of Privilege,True,Important,Security Update for Winsock to Address Elevation of Privilege,MS15-119,True,True,True,True,True,MS14-040[2961072;2973408],True,True,True,3092601,True,CVE-2015-2478,3104521,2015-11-10,,Yes,True,Windows Server 2012 R2
Elevation of Privilege,True,Important,Security Update for Winsock to Address Elevation of Privilege,MS15-119,True,True,True,True,True,MS14-040[2961072;2973408],True,True,True,3092601,True,CVE-2015-2478,3104521,2015-11-10,,Yes,True,Windows Server 2012 R2 (server core installation)
Security Bypass,False,Important,Security Update for .NET Framework to Address Elevation of Privilege,MS15-118,False,False,False,False,False,MS14-057[2979571],False,False,True,3097991,False,"CVE-2015-6096,CVE-2015-6099,CVE-2015-6115",3104507,2015-11-10,Microsoft .NET Framework 3.5,Maybe,False,Windows Server 2012
